ref_path,test_path,label,score
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes231.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes147.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged66.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged269.jpeg,1,89.82
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes143.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents80.jpeg,1,46.19
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes163.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents51.jpeg,1,65.73
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes231.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents1.jpeg,1,70.72
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes64.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged21.jpeg,1,59.03
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes246.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged214.jpeg,1,52.54
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes201.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged5.jpeg,1,66.05
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes268.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged37.jpeg,1,93.4
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes272.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged85.jpeg,1,66.7
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes177.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes66.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes161.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged120.jpeg,1,89.79
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes103.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged5.jpeg,1,80.1
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes0.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged293.jpeg,1,69.24
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes23.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox234.jpeg,1,82.56
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged252.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox221.jpeg,1,86.05
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged15.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents17.jpeg,1,88.72
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes290.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes244.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes78.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged30.jpeg,1,50.87
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes85.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged149.jpeg,1,70.69
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes267.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents80.jpeg,1,44.3
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes104.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged63.jpeg,1,85.3
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes137.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes264.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes63.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox102.jpeg,1,75.81
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes67.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox168.jpeg,1,62.64
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes186.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged95.jpeg,1,51.09
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged88.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox66.jpeg,1,62.51
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged98.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents45.jpeg,1,85.95
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged232.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged47.jpeg,1,95.03
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes163.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents100.jpeg,1,58.91
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes64.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents20.jpeg,1,80.2
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes30.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes245.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes88.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes147.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes62.png,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents66.jpeg,1,92.19
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes60.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes241.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged116.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox150.jpeg,1,89.44
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes65.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged58.jpeg,1,88.22
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes159.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes221.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes219.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged131.jpeg,1,36.74
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes45.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged17.jpeg,1,68.49
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes53.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents33.jpeg,1,80.05
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes167.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox244.jpeg,1,71.3
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes8.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox239.png,1,94.51
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes97.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged291.jpeg,1,62.77
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes253.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents18.jpeg,1,89.62
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes271.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox4.jpeg,1,87.42
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes194.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes175.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes275.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged237.jpeg,1,65.66
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged12.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged295.jpeg,1,77.61
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes65.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents12.jpeg,1,35.72
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes279.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox123.jpeg,1,94.31
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes122.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged148.jpeg,1,77.48
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes208.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged43.jpeg,1,78.76
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged12.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged241.jpeg,1,92.83
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes150.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged49.jpeg,1,54.18
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes47.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged293.jpeg,1,86.18
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes115.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged239.jpeg,1,68.01
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes197.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox221.jpeg,1,31.71
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes274.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged148.jpeg,1,66.07
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged115.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox59.jpeg,1,92.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes68.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged188.png,1,92.93
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes103.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox4.jpeg,1,72.56
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes196.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged95.jpeg,1,35.73
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes222.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox52.jpeg,1,72.55
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes57.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged149.jpeg,1,71.96
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes253.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged59.jpeg,1,70.28
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged11.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents20.jpeg,1,92.35
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes189.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents1.jpeg,1,71.04
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes207.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged250.jpeg,1,51.33
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes115.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox77.jpeg,1,58.01
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes57.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged168.jpeg,1,39.48
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes233.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox30.jpeg,1,40.53
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes262.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged295.jpeg,1,35.62
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes78.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged127.jpeg,1,34.86
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes231.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes244.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes186.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes260.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes191.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged293.jpeg,1,31.03
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes8.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes197.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes56.png,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxeswithdamagesanddents13.jpeg,1,89.05
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes61.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\packagingboxesthataredamaged187.jpeg,1,57.95
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\fooditemboxes122.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\packagingboxes268.jpeg,0,0.0
C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\intact\medicinepackagingboxes108.jpeg,C:\Users\aruth\OneDrive\Desktop\Aruthra\Hackathons\HackElite (SRM Vadapalani)\damaged-and-intact-packages\damaged\damagedfoodpackagingbox239.png,1,44.01
